Metadata_Class,Metadata_Key
NegCtrl,59949184
NegCtrl,59949544
NegCtrl,59949919
NegCtrl,59950249
NegCtrl,59950264
NegCtrl,59950279
NegCtrl,59950294
NegCtrl,59950309
NegCtrl,59950770
NegCtrl,59951130
NegCtrl,59951505
NegCtrl,59951880
NegCtrl,59952356
NegCtrl,59952716
NegCtrl,59953091
NegCtrl,59953466
NegCtrl,59954950
NegCtrl,81514864
NegCtrl,81515239
NegCtrl,81516450
NegCtrl,81516825
NegCtrl,81517200
NegCtrl,81517500
NegCtrl,81518036
NegCtrl,81518411
NegCtrl,81518786
NegCtrl,81519086
NegCtrl,81519967
NegCtrl,81520342
NegCtrl,81520642
PosCtrl,03045920
PosCtrl,03046295
PosCtrl,03046670
PosCtrl,03047506
PosCtrl,03047881
PosCtrl,03048256
PosCtrl,03048601
PosCtrl,03049090
PosCtrl,03049465
PosCtrl,03049840
PosCtrl,03050185
PosCtrl,03122445
PosCtrl,24946277
PosCtrl,59624067
PosCtrl,66104019
PosCtrl,66104409
PosCtrl,66104769
PosCtrl,66193885
PosCtrl,66194260
PosCtrl,66194635
PosCtrl,66194905
PosCtrl,66195464
PosCtrl,66195839
PosCtrl,66196214
PosCtrl,66196484
PosCtrl,69138799
PosCtrl,69139174
PosCtrl,69139549
PosCtrl,69141314
PosCtrl,81359625
