Metadata_Class,Metadata_Key
NegCtrl,59949079
NegCtrl,59949439
NegCtrl,59949814
NegCtrl,59950159
NegCtrl,59950174
NegCtrl,59950189
NegCtrl,59950204
NegCtrl,59950219
NegCtrl,59950665
NegCtrl,59951025
NegCtrl,59951400
NegCtrl,59951775
NegCtrl,59952251
NegCtrl,59952611
NegCtrl,59952986
NegCtrl,59953361
NegCtrl,59954845
NegCtrl,81514759
NegCtrl,81515134
NegCtrl,81516345
NegCtrl,81516720
NegCtrl,81517095
NegCtrl,81517395
NegCtrl,81517946
NegCtrl,81518306
NegCtrl,81518681
NegCtrl,81518981
NegCtrl,81519877
NegCtrl,81520237
NegCtrl,81520552
PosCtrl,03045815
PosCtrl,03046190
PosCtrl,03046565
PosCtrl,03047401
PosCtrl,03047806
PosCtrl,03048151
PosCtrl,03048496
PosCtrl,03048985
PosCtrl,03049360
PosCtrl,03049750
PosCtrl,03050080
PosCtrl,03122361
PosCtrl,24946165
PosCtrl,59623962
PosCtrl,66103869
PosCtrl,66104289
PosCtrl,66104664
PosCtrl,66193795
PosCtrl,66194155
PosCtrl,66194545
PosCtrl,66194770
PosCtrl,66195359
PosCtrl,66195734
PosCtrl,66196109
PosCtrl,66196379
PosCtrl,69138694
PosCtrl,69139069
PosCtrl,69139444
PosCtrl,69141209
PosCtrl,81356692
