Metadata_Class,Metadata_Key
NegCtrl,59949109
NegCtrl,59949469
NegCtrl,59949844
NegCtrl,59950159
NegCtrl,59950174
NegCtrl,59950189
NegCtrl,59950204
NegCtrl,59950219
NegCtrl,59950695
NegCtrl,59951055
NegCtrl,59951430
NegCtrl,59951805
NegCtrl,59952281
NegCtrl,59952641
NegCtrl,59953016
NegCtrl,59953391
NegCtrl,59954875
NegCtrl,81514789
NegCtrl,81515164
NegCtrl,81516375
NegCtrl,81516750
NegCtrl,81517125
NegCtrl,81517425
NegCtrl,81517916
NegCtrl,81518336
NegCtrl,81518711
NegCtrl,81519011
NegCtrl,81519892
NegCtrl,81520267
NegCtrl,81520522
PosCtrl,03045845
PosCtrl,03046220
PosCtrl,03046595
PosCtrl,03047431
PosCtrl,03047896
PosCtrl,03048181
PosCtrl,03048526
PosCtrl,03049015
PosCtrl,03049390
PosCtrl,03049780
PosCtrl,03050110
PosCtrl,03122385
PosCtrl,24946197
PosCtrl,59623992
PosCtrl,66103899
PosCtrl,66104319
PosCtrl,66104694
PosCtrl,66193825
PosCtrl,66194185
PosCtrl,66194575
PosCtrl,66194800
PosCtrl,66195389
PosCtrl,66195764
PosCtrl,66196139
PosCtrl,66196409
PosCtrl,69138724
PosCtrl,69139099
PosCtrl,69139474
PosCtrl,69141239
PosCtrl,81356722
