Metadata_Class,Metadata_Key
NegCtrl,59948914
NegCtrl,59948929
NegCtrl,59949274
NegCtrl,59949289
NegCtrl,59949649
NegCtrl,59949664
NegCtrl,59950039
NegCtrl,59950515
NegCtrl,59950875
NegCtrl,59951250
NegCtrl,59951610
NegCtrl,59951625
NegCtrl,59952101
NegCtrl,59952461
NegCtrl,59952836
NegCtrl,59953211
NegCtrl,59954695
NegCtrl,81514609
NegCtrl,81514984
NegCtrl,81516195
NegCtrl,81516570
NegCtrl,81516945
NegCtrl,81517245
NegCtrl,81517781
NegCtrl,81518156
NegCtrl,81518531
NegCtrl,81518831
NegCtrl,81519712
NegCtrl,81520087
NegCtrl,81520387
PosCtrl,03045665
PosCtrl,03046040
PosCtrl,03046415
PosCtrl,03047236
PosCtrl,03047626
PosCtrl,03048001
PosCtrl,03048346
PosCtrl,03048835
PosCtrl,03049210
PosCtrl,03049585
PosCtrl,03049930
PosCtrl,03119906
PosCtrl,24946005
PosCtrl,59623812
PosCtrl,66103764
PosCtrl,66104139
PosCtrl,66104514
PosCtrl,66191939
PosCtrl,66193510
PosCtrl,66193630
PosCtrl,66193990
PosCtrl,66194365
PosCtrl,66195209
PosCtrl,66195584
PosCtrl,66195959
PosCtrl,69138544
PosCtrl,69138919
PosCtrl,69139294
PosCtrl,69141059
PosCtrl,81356542
