Metadata_Class,Metadata_Key
NegCtrl,59949094
NegCtrl,59949454
NegCtrl,59949829
NegCtrl,59950159
NegCtrl,59950174
NegCtrl,59950189
NegCtrl,59950204
NegCtrl,59950219
NegCtrl,59950680
NegCtrl,59951040
NegCtrl,59951415
NegCtrl,59951790
NegCtrl,59952266
NegCtrl,59952626
NegCtrl,59953001
NegCtrl,59953376
NegCtrl,59954860
NegCtrl,81514774
NegCtrl,81515149
NegCtrl,81516360
NegCtrl,81516735
NegCtrl,81517110
NegCtrl,81517410
NegCtrl,81517931
NegCtrl,81518321
NegCtrl,81518696
NegCtrl,81518996
NegCtrl,81519892
NegCtrl,81520252
NegCtrl,81520537
PosCtrl,03045830
PosCtrl,03046205
PosCtrl,03046580
PosCtrl,03047416
PosCtrl,03047881
PosCtrl,03048166
PosCtrl,03048511
PosCtrl,03049000
PosCtrl,03049375
PosCtrl,03049765
PosCtrl,03050095
PosCtrl,03122373
PosCtrl,24946181
PosCtrl,59623977
PosCtrl,66103884
PosCtrl,66104304
PosCtrl,66104679
PosCtrl,66193810
PosCtrl,66194170
PosCtrl,66194560
PosCtrl,66194785
PosCtrl,66195374
PosCtrl,66195749
PosCtrl,66196124
PosCtrl,66196394
PosCtrl,69138709
PosCtrl,69139084
PosCtrl,69139459
PosCtrl,69141224
PosCtrl,81356707
