Metadata_Class,Metadata_Key
NegCtrl,59949019
NegCtrl,59949364
NegCtrl,59949739
NegCtrl,59949754
NegCtrl,59949769
NegCtrl,59949784
NegCtrl,59950144
NegCtrl,59950159
NegCtrl,59950590
NegCtrl,59950965
NegCtrl,59951340
NegCtrl,59951715
NegCtrl,59952191
NegCtrl,59952551
NegCtrl,59952926
NegCtrl,59953301
NegCtrl,59954785
NegCtrl,81514699
NegCtrl,81515059
NegCtrl,81516285
NegCtrl,81516660
NegCtrl,81517035
NegCtrl,81517335
NegCtrl,81517871
NegCtrl,81518231
NegCtrl,81518621
NegCtrl,81518921
NegCtrl,81519802
NegCtrl,81520162
NegCtrl,81520477
PosCtrl,03045755
PosCtrl,03046130
PosCtrl,03046505
PosCtrl,03047341
PosCtrl,03047716
PosCtrl,03048091
PosCtrl,03048436
PosCtrl,03048925
PosCtrl,03049315
PosCtrl,03049675
PosCtrl,03050020
PosCtrl,03119978
PosCtrl,24946101
PosCtrl,59623902
PosCtrl,66103854
PosCtrl,66104229
PosCtrl,66104604
PosCtrl,66193720
PosCtrl,66194095
PosCtrl,66194470
PosCtrl,66194740
PosCtrl,66195284
PosCtrl,66195674
PosCtrl,66196049
PosCtrl,66196319
PosCtrl,69138634
PosCtrl,69139009
PosCtrl,69139399
PosCtrl,69141149
PosCtrl,81356632
