Metadata_Class,Metadata_Key
NegCtrl,59949124
NegCtrl,59949484
NegCtrl,59949859
NegCtrl,59950249
NegCtrl,59950264
NegCtrl,59950279
NegCtrl,59950294
NegCtrl,59950309
NegCtrl,59950710
NegCtrl,59951070
NegCtrl,59951445
NegCtrl,59951820
NegCtrl,59952296
NegCtrl,59952656
NegCtrl,59953031
NegCtrl,59953406
NegCtrl,59954890
NegCtrl,81514804
NegCtrl,81515179
NegCtrl,81516390
NegCtrl,81516765
NegCtrl,81517140
NegCtrl,81517440
NegCtrl,81517976
NegCtrl,81518351
NegCtrl,81518726
NegCtrl,81519026
NegCtrl,81519907
NegCtrl,81520282
NegCtrl,81520582
PosCtrl,03045860
PosCtrl,03046235
PosCtrl,03046610
PosCtrl,03047446
PosCtrl,03047821
PosCtrl,03048196
PosCtrl,03048541
PosCtrl,03049030
PosCtrl,03049405
PosCtrl,03049780
PosCtrl,03050125
PosCtrl,03122397
PosCtrl,24946197
PosCtrl,59624007
PosCtrl,66103914
PosCtrl,66104349
PosCtrl,66104709
PosCtrl,66193825
PosCtrl,66194200
PosCtrl,66194575
PosCtrl,66194830
PosCtrl,66195404
PosCtrl,66195779
PosCtrl,66196139
PosCtrl,66196424
PosCtrl,69138739
PosCtrl,69139114
PosCtrl,69139489
PosCtrl,69141254
PosCtrl,81356737
