Metadata_Class,Metadata_Key
NegCtrl,59949049
NegCtrl,59949394
NegCtrl,59949739
NegCtrl,59949754
NegCtrl,59949769
NegCtrl,59949784
NegCtrl,59950174
NegCtrl,59950189
NegCtrl,59950620
NegCtrl,59950995
NegCtrl,59951370
NegCtrl,59951745
NegCtrl,59952221
NegCtrl,59952581
NegCtrl,59952956
NegCtrl,59953331
NegCtrl,59954815
NegCtrl,81514729
NegCtrl,81515089
NegCtrl,81516315
NegCtrl,81516690
NegCtrl,81517065
NegCtrl,81517365
NegCtrl,81517901
NegCtrl,81518261
NegCtrl,81518651
NegCtrl,81518951
NegCtrl,81519832
NegCtrl,81520192
NegCtrl,81520507
PosCtrl,03045785
PosCtrl,03046160
PosCtrl,03046535
PosCtrl,03047371
PosCtrl,03047746
PosCtrl,03048121
PosCtrl,03048466
PosCtrl,03048955
PosCtrl,03049345
PosCtrl,03049705
PosCtrl,03050050
PosCtrl,03120002
PosCtrl,24946133
PosCtrl,59623932
PosCtrl,66103884
PosCtrl,66104259
PosCtrl,66104634
PosCtrl,66193750
PosCtrl,66194125
PosCtrl,66194500
PosCtrl,66194770
PosCtrl,66195314
PosCtrl,66195704
PosCtrl,66196079
PosCtrl,66196349
PosCtrl,69138664
PosCtrl,69139039
PosCtrl,69139429
PosCtrl,69141179
PosCtrl,81356662
